,username,screen_name,user_location,user_verified,followers_count,friends_count,listed_count,tweet_created_at,tweet_text,tweet_coordinates,tweet_place,tweet_favorite_count
435,Rohan,Rohan10395971,"Bengaluru South, India",False,16,482,0,2020-12-10 19:09:04,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
436,everyday life,eddyu241,"Seoul, Republic of Korea",False,43,188,0,2020-12-10 19:09:03,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
437,C²,CalvinConn,Wumbo World,False,589,455,1,2020-12-10 19:06:55,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
438,Sergio,TheSergioX,Ecuador,False,102,215,1,2020-12-10 19:06:52,"RT @TheInsaneApp: 🔥 Data Visualization Cheatsheet

#DataScience #MachineLearning #BigData #ArtificialIntelligence #AI #ML https://t.co/OvGJ…",,,0
439,Daniel E. Kemp🧢🥋,dek8000,"North Carolina, USA",False,1059,5002,25,2020-12-10 19:06:17,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
440,Ki,KiyaniBba,Montréal | Abidjan ,False,922,189,14,2020-12-10 19:04:45,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
441,Jay Munjani,jaybmunjani,"Gujarat, India",False,185,740,2,2020-12-10 19:04:16,"RT @interacting: Learn about the three elements of visual mapping for #informationvisualization. That way, you can give the data you're tra…",,,0
442,11,sportaholic11,,False,36,164,0,2020-12-10 19:04:01,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
443,Gabrielle J.,epigeekGab,DC made | PhD living,False,1495,1111,21,2020-12-10 19:03:18,"Just learned Tableau in an afternoon. Wondering where this has been all my data visualization life. 

This is cool!",,,21
444,Kalpayita,kalpayita,India,False,29,245,2,2020-12-10 19:03:15,"RT @interacting: Learn about the three elements of visual mapping for #informationvisualization. That way, you can give the data you're tra…",,,0
445,"David Cole, AIA",DavidColeAIA,"Kitsap County, WA",False,2471,886,115,2020-12-10 19:02:38,"RT @RonHolmesIL: The data visualization of population shifts in the city of Chicago is definitely worth a click. 🤓

https://t.co/unbICCeAEn",,,0
446,Access OBC,AccessOBC,"Raleigh, NC",False,553,761,196,2020-12-10 19:01:11,Good advice: 4 Keys to Effective—and Honest—Data Visualizations https://t.co/fk1Sdnlyz8  @KelloggSchool,,,0
447,Chris Wetterich,cwetterich,Cincinnati,False,1408,861,70,2020-12-10 19:01:03,"RT @RonHolmesIL: The data visualization of population shifts in the city of Chicago is definitely worth a click. 🤓

https://t.co/unbICCeAEn",,,0
448,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-10 19:00:43,"Transfers In Last Hour(Top 5): 

Wilson(3432)
Salah(3076)
Ward-Prowse(2145)
Bamford(1721)
Grealish(1716)

Thu, 10 D… https://t.co/W2dwUsUxm9",,,0
449,Sangram Gaikwad,sangramga,"Kolkata, India",False,30,557,0,2020-12-10 19:00:37,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
450,Mansa Musa,mansa_musa1280,Island of Man,False,17,444,0,2020-12-10 18:57:37,"/6
Next, the company would need multiple tools and data services for data aggregation, integration, encryption, que… https://t.co/3kwUU1b5o3",,,0
451,SuDeep,QuackyCoder,Here and There,False,120,479,0,2020-12-10 18:52:29,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
452,🍎 𝕄𝕛𝕒𝕦𝕤𝕤𝕠𝕟,Mjausson,"Silicon Valley, CA, US",False,500,1146,35,2020-12-10 18:51:51,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
453,Ron Holmes 😷🧤,RonHolmesIL,"Chicago, IL",False,1176,516,34,2020-12-10 18:49:13,"The data visualization of population shifts in the city of Chicago is definitely worth a click. 🤓

https://t.co/unbICCeAEn",,"Place(_api=<tweepy.api.API object at 0x0000021B410293D0>, id='1d9a5370a355ab0c', url='https://api.twitter.com/1.1/geo/id/1d9a5370a355ab0c.json', place_type='city', name='Chicago', full_name='Chicago, IL', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000021B410293D0>, type='Polygon', coordinates=[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]), attributes={})",4
454,Gichuki,captain_henny,nairobi,False,41,121,0,2020-12-10 18:45:24,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
455,Mike Sharp,Sharp208,"Boise, ID",False,2999,1169,71,2020-12-10 18:43:32,@FollowVerboten @IDHW Here's CDC data showing excess deaths this year in the state of Idaho. Pretty clear visualiza… https://t.co/yGPZ7gLwSb,,,0
456,Neeraj Pandey,neerajp99,New Delhi,False,64,694,5,2020-12-10 18:42:31,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
457,Nathaniel Axios,NathanielAxios,"Washington, DC",False,797,378,47,2020-12-10 18:42:29,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
458,Valarie Martin Stuart,valariems,"Dallas, Texas",False,314,749,21,2020-12-10 18:42:23,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
459,Crystal {she / her},crystalenka,"Palaio Faliro, Greece",False,828,506,79,2020-12-10 18:42:16,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
460,Salt'nSpicy,saltnspicy,,False,34,460,0,2020-12-10 18:41:05,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
461,Lori Waters,SpaceRunner262,"Clermont, FL",False,158,556,10,2020-12-10 18:37:47,"RT @NASAGeneLab: Created by #TheGilroyLab, TOAST, the data-mining and #visualization tool, enables scientists in the lab to look for #trans…",,,0
462,Jake Conley,byjakeconley,"Virginia, USA",False,403,627,2,2020-12-10 18:34:20,"Today: a new piece from my byline on JMU’s compensation practices with its adjunct faculty, along with some excelle… https://t.co/GIwXohJUI7",,,4
463,Spatial Intersection,rab7599,,False,1544,2043,196,2020-12-10 18:33:31,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
464,Deepak Kulshrestha,dpkesto,India,False,64,438,3,2020-12-10 18:33:02,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
465,Mike Stanowski,paradoxWins,"Austin, TX",False,250,143,12,2020-12-10 18:31:16,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
466,Aimable N.,Ni_Aimable,"Toronto, Canada",False,318,680,5,2020-12-10 18:30:09,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
467,ThatGuySpike,ThatGuySpike,Seattle,False,35298,31763,209,2020-12-10 18:25:19,"RT @Bob_Wachter: This is one powerful, and heartbreaking, data visualization. https://t.co/HpZ1keNflo",,,0
468,Derek Featherstone,feather,"Ottawa, Canada",False,16595,1436,1278,2020-12-10 18:23:41,RT @AmyCesal: @feather I created guide for writing alt text for data visualization: https://t.co/gfJ0pLNwZa,,,0
469,John-Mark Gurney 🗑️🔥,encthenet,"Oakland, CA",False,1533,1621,139,2020-12-10 18:21:32,RT @zmanian: This is a great data visualization of what stands between the Bay Area and greatness,,,0
470,Zaki Manian,zmanian,"Milky Way Galaxy, Lanikea",False,11979,9459,472,2020-12-10 18:20:50,This is a great data visualization of what stands between the Bay Area and greatness https://t.co/IiFNiXvLGY,,,16
471,I am Mwathi,mwathi_thebrian,"Nairobi, Kenya",False,44,196,0,2020-12-10 18:20:18,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
472,సందీప్ (Sandeep),prksandeep,"Seattle, WA",False,191,76,6,2020-12-10 18:18:55,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
473,Serene Wizard,serene_wizard,,False,40,271,0,2020-12-10 18:17:02,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
474,Amy Cesal,AmyCesal,"Chicago, IL",False,4557,1516,206,2020-12-10 18:16:40,@feather I created guide for writing alt text for data visualization: https://t.co/gfJ0pLNwZa,,,6
475,Rodrez,Rodrez_,,False,54,63,2,2020-12-10 18:15:55,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
476,د. يحيى بخاري,ai_genetics,Riyadh,False,148,670,3,2020-12-10 18:14:59,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
477,Felipe Andino,gavroom,,False,32,144,0,2020-12-10 18:13:22,RT @primalpoly: What happens when woke students try to learn data visualization methods? Interesting thread about how the challenge of actu…,,,0
478,Anupam T,t_anupam,"Mumbai, India",False,44,63,0,2020-12-10 18:12:28,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
479,Femi✪,FiRmZi,"Benin-City, Nigeria",False,445,694,0,2020-12-10 18:10:02,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
480,bitDifficult,bitDifficult,,False,277,1608,6,2020-12-10 18:08:14,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
481,Mark Espina,magicalthinker2,"Portland, OR",False,56,341,3,2020-12-10 18:07:04,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
482,Akshar Sharma,ak5effect,,False,92,713,2,2020-12-10 18:06:24,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
483,Alvaro,alvrod,un barrio remoto de Amsterdam,False,888,312,100,2020-12-10 18:05:55,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
484,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-10 18:05:44,"Transfers Out Last Hour(Top 5): 

Ziyech(-5970)
Rodríguez(-2373)
Calvert-Lewin(-1843)
Werner(-1005)
Fernandes(-941)… https://t.co/ybJz5HEO0L",,,0
485,Frank ⌁,FrankElavsky,,False,1413,1389,40,2020-12-10 18:02:11,"RT @alexisxlucio: In case you’re tired of me saying “a compliant product is not an accessible product,” @FrankElavsky eloquently notes that…",,,0
486,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-10 18:00:41,"Transfers In Last Hour(Top 5): 

Salah(3109)
Wilson(2983)
Ward-Prowse(2107)
Bamford(1677)
Grealish(1566)

Thu, 10 D… https://t.co/4nk4R9GkCB",,,0
487,Sazid Iqbal,sazidemu,,False,15,257,0,2020-12-10 18:00:40,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
488,BigJoe 👑🇳🇬,FM_Entreprise,Global. 🇳🇬 🇺🇸 🍁 🇬🇧 ,False,24916,22981,5,2020-12-10 17:56:15,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
489,Srividya Gopani,SrividyaR,India,False,490,411,15,2020-12-10 17:55:29,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
490,pratik singh lad,pratiksinghlad_,"Mumbai, India",False,103,287,7,2020-12-10 17:54:14,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
491,Aaron Tay,aarontay,Singapore  ,False,5450,1384,542,2020-12-10 17:54:12,@ttso This is a one of the few answers I actually understood. :) I'm not a hard core coder. Just trying to get to t… https://t.co/HKFVqYR84D,,,1
492,King Xis ◖⚆ᴥ⚆◗,xtimu,Occupied Kumeyaay land,False,241,1363,16,2020-12-10 17:53:53,"RT @Bob_Wachter: This is one powerful, and heartbreaking, data visualization. https://t.co/HpZ1keNflo",,,0
493,iScelo,die_510,"Durban, KwaZulu Natal, RSA",False,287,1998,3,2020-12-10 17:53:29,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
494,Richard Barker,Dr_Dick_Barker,UW Madison - Botany,False,392,458,8,2020-12-10 17:53:04,"RT @NASAGeneLab: Created by #TheGilroyLab, TOAST, the data-mining and #visualization tool, enables scientists in the lab to look for #trans…",,,0
495,Fiona Nielsen,glyn_dk,,False,2262,3154,363,2020-12-10 17:51:28,"RT @Bob_Wachter: This is one powerful, and heartbreaking, data visualization.",,,0
496,Ann Gentle,huckle3erry,aksarbeN,False,293,339,8,2020-12-10 17:49:37,"While the information is sobering, the data visualization is just really well done. Great thread. #DataViz https://t.co/LiUhCzDKsY",,,0
497,Violeta 🕊️,azra_vi,"Ни на небу, ни на земљи",False,746,751,33,2020-12-10 17:49:13,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
498,Félix Bigand,BigandFelix,,False,29,100,0,2020-12-10 17:45:28,"https://t.co/Ovfg02irIG

Just updated PLmocap : A Python library for machine learning, feature analysis, and visual… https://t.co/d4VCphc4QU",,,0
499,Oliver Moisio,OlliTrolley,,False,453,788,2,2020-12-10 17:45:19,"RT @CartmanCoD: TONIGHT
🕖7:00 EST

I'll be demoing some data visualization software that I've spent the last few months working on. Let's l…",,,0
